term	short_vi	review_status	review_method	source	source_license	review_note
chalk	đá phấn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chalk	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a soft white writing mineral' matches sense 'soft, white, powdery limestone'; 'đá phấn' is a correct Vietnamese term in the provided translations. (Other provided translations for the second sense contain wiki markup and were not used.)
chaplain	tuyên úy	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chaplain	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'tuyên úy' correctly corresponds to an institution's religious official (chaplain).
charter	hiến chương	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/charter	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss matches sense 'document creating an institution...'; 'hiến chương' is the correct Vietnamese term.
chassis	khung gầm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chassis	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 'base frame of motor vehicle' matches 'the frame of a vehicle'; 'khung gầm' is an appropriate translation.
chilly	lạnh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chilly	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'uncomfortably cold' matches the sense 'cold enough to cause discomfort'; 'lạnh' is an appropriate Vietnamese translation provided.
chlorine	clo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chlorine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a water-disinfecting chemical' matches the chemical element sense and the provided translation 'clo'.
chord	hợp âm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/chord	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'musical notes played together' aligns with sense 'combination of three or more notes'; 'hợp âm' is correct Vietnamese.
cigar	xì-gà	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cigar	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short gloss matches rolled tobacco for smoking; 'xì-gà' is the provided Vietnamese translation.
cinnamon	quế	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cinnamon	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss denotes the bark-based spice and sense 0 'quế' is the correct Vietnamese translation.
clan	thị tộc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/clan	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a large family group' matches sense label 'group having common ancestor'; 'thị tộc' is the exact provided Vietnamese translation.
cling	bám	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cling	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'to hold on tightly' matches sense 0 'hold tightly' with the translation 'bám'.
closet	tủ quần áo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/closet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tủ quần áo' is a correct Vietnamese rendering for a storage cupboard/closet and matches the furniture sense.
clueless	không manh mối	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/clueless	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'không manh mối' clearly matches 'having no idea'.
clutch	li hợp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/clutch	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a tight grip or pedal' matches sense 'device to interrupt power transmission' and 'li hợp' is an exact, usable Vietnamese translation present in the supplied list.
cockpit	buồng lái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cockpit	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'buồng lái' matches 'the pilot's seat area'.
cocky	kiêu ngạo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cocky	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'overconfident and arrogant' matches sense 'overly confident'; 'kiêu ngạo' is a correct Vietnamese translation present in the supplied list.
commodity	hàng hoá	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/commodity	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'hàng hoá' is a correct Vietnamese rendering of a traded good and is present among the supplied translations.
commonplace	đời thường	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/commonplace	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'ordinary' matches short gloss 'very ordinary and usual'; 'đời thường' is an appropriate Vietnamese translation.
compass	la bàn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/compass	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense matches ‘instrument to determine cardinal directions’; ‘la bàn’ is the correct Vietnamese term included in translations.
comprehend	thấu hiểu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/comprehend	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'to understand' aligns with 'to understand fully'; 'thấu hiểu' is an appropriate Vietnamese translation.
comrade	bằng hữu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/comrade	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a close friend or ally' matches sense 'mate, companion' and the translation 'bằng hữu' is an appropriate Vietnamese rendering.
condom	bao cao su	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/condom	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short gloss matches 'birth control sheath' / 'flexible sleeve worn on the penis' sense; 'bao cao su' is an exact provided Vietnamese translation.
conform	tuân theo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/conform	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tuân theo' matches 'to follow accepted rules / act in accordance with expectations.'
conservatism	chủ nghĩa bảo thủ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/conservatism	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a preference for traditional values' matches the political philosophy sense; 'chủ nghĩa bảo thủ' is the correct Vietnamese translation.
consul	lãnh sự	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/consul	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'official who protects the interests of citizens' matches 'a country's foreign official'; 'lãnh sự' is correct Vietnamese.
corps	quân đoàn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/corps	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'battlefield formation' matches 'an organized group of people' in a military sense; 'quân đoàn' is an exact Vietnamese translation provided.
corpus	ngữ liệu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/corpus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short_en 'a large collection of writings' matches the linguistics sense and translation 'ngữ liệu' is an exact usable match.
cosmetic	mỹ phẩm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cosmetic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss and sense label refer to substances applied to alter appearance; translation “mỹ phẩm” correctly matches cosmetics.
cosmic	vũ trụ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cosmic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'of or from or pertaining to the cosmos or universe' directly matches short gloss; 'vũ trụ' is an exact provided translation.
